Name,Attributes,CharacterClass,ArmorClass,IngredientDrop,Type,DiamondsOnly,Hostile,AttackHostile,Faction,MinLevel,MaxLevel,AI_Skills,DropOnlyClassSpecificItems,Items,ItemCounts,Weapon,Companion,Animation,IdleAnimationClip,AfkAnimationClip,Hair,Skin,Face,FacialHair,Hat,Glasses,Jacket,Pants,Gloves,Shoes,Belt,Necklace,DefaultSpeedDisabled,MovementSpeed,CombatMovementSpeed,AI_WaitTimeMin,AI_WaitTimeMax,AI_SkillDelayMin,AI_SkillDelayMax,AI_SkillDelayMinForNewTarget,AI_SkillDelayMaxForNewTarget,AI_AlertRadius,AI_ObserveRange,DeathEffect,HideOnDeath,RareDeathEffect,HideOnRareDeath,Scale,DamageEffect,DeathSound,DamageSound,GreetingsSound,GoodbyeSound,HostileSound,DualWeapons,AutoAttack
Charley Malloy,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Tank,,,Male_Hair_1_blonde,Skin3,Male_Face3,,,,Dawnbreak T-Shirt,Dawnbreak Trousers,,NPC Poor Shoes,,,,800,1200,2000,4000,6000,6000,1000,2000,80,80,,,,,100,,,,,,,,
Stiletto-82,Big_HighDamage,,Mechanical,,,,TRUE,,Labycore,1,30,Somersault,,,,,,CyberGirl,,Sleep,Female_Hair_8,CyberGirl_skin,Female_Face1,,,,,,,,,,,,,,,3000,6000,1000,2000,,120,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
,,,,,,,,,,,,Wushu Stun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Wushu Push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Wushu Hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Dog Architect,Big_LowDamage,,Unarmored,,,,,,Mad Dogs,1,30,,,,,,,Tank,,,Male_Hair_4_black,Skin1,Male_Face1,Lemmy_Sideburners,,,NPC MALE Mad Dogs Jacket 02,NPC MALE Mad Dogs Pants 02,,NPC Male Mad Dogs Shoes 01,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Rubert Jenkins,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Rogue,,,Male_Hair_5,Skin6,Male_Face2,Chin_Beard_red,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Hooligans Shoes 01,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,,,,,,,,,
Josh Hites,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Rogue,,,,Skin3,Male_Face2,Beard_Long,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 01,NPC Yellow Working Gloves,Standard Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,VoItalianMaleGreetings,,,,
Voodoo Ritualist,Small_LowDamage,,Unarmored,,,,TRUE,,Sewer Voodoo,1,30,Healing Power,,,,Simple Knife,,RogueFemale,,,Female_Hair_2_black,female_skin3,Female_Face1,,,NPC Aviators,NPC MALE Voodoo Jacket 01,NPC MALE Voodoo Pants 01,,NPC Female Valkyries Shoes 02,NPC Belt,,,500,750,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,105,HitEffect1,,,,,,,
Chef,Big_LowDamage,,Unarmored,,,,TRUE,,Hooligans,1,30,Push,,,,Great Knife,,Chef,,,Male_Hair_8,Skin1,Male_Face3,,,,NPC Chef Jacket,NPC Chef Trousers,,NPC Male Hooligans Shoes 02,,,,750,1100,,2000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,TRUE,
,,,,,,,,,,,,Taunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officer Carlton,Big_LowDamage,,Armored,,,,,,Prison Warder,1,30,,,,,NPC_Police Baton,,Tank,,,Male_Hair_2_black,Skin2,Male_Face1,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Officer Barnes,Big_LowDamage,,Armored,,,,,,Prison Warder,1,30,,,,,NPC_Police Baton,,Tank,,,Male_Hair_2_blonde,Skin3,Male_Face2,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Officer Wade,Big_LowDamage,,Armored,,,,,,Prison Warder,1,30,,,,,NPC_Police Baton,,Tank,,,Male_Hair_2,Skin4,Male_Face3,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Jeffrey Ditmore,Big_LowDamage,,Unarmored,,,,,,Inmate,1,30,,,,,,,Rogue,,,Male_Hair_1,Skin4,Male_Face4,,,,Labycore Worker's Coat,Labycore Worker's Pants,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Death Row Prisoner,Big_LowDamage,,Unarmored,,,,,,Inmate,1,30,,,,,,,Tank,,,Male_Hair_2,Skin5,Male_Face8,Stub3,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Maude Statham,Big_LowDamage,,Unarmored,,,,,,Inmate,1,30,Minor Grenade,,,,,,RogueFemale,,,Female_Hair_8_black,female_skin1,Female_Face1,,,,Labycore Worker's Coat,Labycore Worker's Pants,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Labycore Officer,Small_LowDamage,,Armored,,,,TRUE,,Labycore,1,30,,,,,NPC_Police Baton,,Tank,,,Male_Hair_9,Skin1,Male_Face6,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,,,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,105,HitEffect1,,,,,,,
Goodspeed,Big_HighDamage,,Unarmored,,,,,,Inmate,1,30,,,,,Usual Assault Rifle,,Rogue,,,Male_Hair_6,Skin6,Male_Face2,,,,Labycore Worker's Orange Coat,Labycore Worker's Pants,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Hired Guns Warmonger,Elite_Big_LowDamage,,Unarmored,,,,TRUE,,Hired Guns,1,30,Slammer,,,,Street Credible Chainsaw,Hired Guns Marksman,Tank,,,Don's Toupee,Skin2,Male_Face3,Burt_Mustache,Usual Green Cap,,NPC MALE Hired Guns Jacket 02,NPC MALE Hired Guns Pants 01,,NPC Male Hired Guns Shoes 02,,,,,,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,115,HitEffect1,,,,,,,
Hired Guns Marksman,Elite_Big_HighDamage,,Unarmored,,,,TRUE,,Hired Guns,1,30,Quick Shot,,,,Next-Gen Sniper: LTDC-30,,Tank,,,Don's Toupee,Skin2,Male_Face3,beard_red_full,Usual Green Cap,,,NPC MALE Hired Guns Pants 02,,NPC Male Hired Guns Shoes 02,,,,,,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Hired Guns Specialist,Elite_Medium_HighDamage,,Armored,,,,TRUE,,Hired Guns,1,30,Grenade,,,,"Labytech Pistol, LBTP-05",,Rogue,,,,Skin4,Male_Face2,,Usual Green Cap,NPC Aviators,NPC MALE Hired Guns Jacket 01,NPC MALE Hired Guns Pants 02,,NPC Male Hired Guns Shoes 02,NPC Belt,,,,,4000,10000,4000,8000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Mason,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Tank,,,Male_Hair_8,Skin1,Male_Face3,Fancy_Mustache_red,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Ed Cavins,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Rogue,,,Male_Hair_2,Skin5,Male_Face3,Chin_Beard_red,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Anton Rathjen,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Tank,,,Male_Hair_1,Skin4,Male_Face5,Fancy_Mustache_red,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,Outstanding Scarf,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Verna Ditmore,Small_LowDamage,,Unarmored,,,,,,Inmate,1,30,,,,,,,RogueFemale,,,Female_Hair_7_blonde,female_skin2,Female_Face1,,,,Labycore Worker's Orange Jacket,Labycore Worker's Pants,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Rooster,Small_LowDamage,,Unarmored,,,,,,Inmate,1,30,,,,,,,Tank,,,Male_Hair_7,Skin1,Male_Face4,beard_black_full,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Barton Brin,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Junkie,,,Male_Hair_6,Skin5,Male_Face3,,,,Labycore Worker's Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Curly Charlie,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Junkie_Sit,,,Male_Hair_1,Skin1,Male_Face4,,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Convict Lou,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Junkie,,,Male_Hair_3,Skin6,Male_Face10,,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Life Term Prisoner,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Rogue,,,Male_Hair_2,Skin2,Male_Face3,,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Leland Osborne,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Junkie_Sit,,,Male_Hair_5_blonde,Skin4,Male_Face7,,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Harry Lohman,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Junkie,,,Male_Hair_5_black,Skin2,Male_Face5,,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Convict Judith,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,NPC_F_Junkie,,,Female_Hair_6_blonde,female_skin2,Female_Face2,,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,4000,10000,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Immigration Officer,Medium_LowDamage,,Armored,,,,,,Prison Warder,1,30,,,,,NPC_Police Baton,,Tank,,,Male_Hair_8,Skin1,Male_Face6,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,,,4000,10000,6000,6000,1000,2000,70,,DeathEffect1,,ExploMan,TRUE,105,HitEffect1,,,,,,,
Fierce Eastern Queen,Elite_Medium_LowDamage,,Unarmored,,,,TRUE,,Eastern Queens,1,30,,,,,Broken Sword,,RogueFemale,,,Female_Hair_3,female_skin1,Female_Face2,,,,NPC FEMALE Eastern Queen Shirt 01,NPC FEMALE Eastern Queen Pants,,NPC Female Eastern Queens Shoes 01,NPC Belt,,,,,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Defiant Eastern Queen,Elite_Medium_HighDamage,,Unarmored,,,,TRUE,,Eastern Queens,1,30,Healing Shot,,,,Okayish 20G Shotgun of Hurt,,TankFemale,,,Female_Hair_1,female_skin3,Female_Face1,,,,NPC FEMALE Eastern Queen Shirt 01,NPC FEMALE Eastern Queen Pants,,NPC Female Eastern Queens Shoes 02,,,,,,4000,10000,4000,8000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Aggressive Immigration Officer,Small_LowDamage,,Armored,,,,TRUE,,Prison Warder,1,30,,,,,NPC_Police Baton,,Tank,,,Male_Hair_8,Skin1,Male_Face6,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,,,4000,10000,6000,6000,1000,2000,70,,DeathEffect1,,ExploMan,TRUE,105,HitEffect1,,,,,,,
Unconscious Guard,Big_LowDamage,,Unarmored,,,,,,Knocked down,,,,,,,,,TankKnockedout,,,,Skin5,Male_Face1,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,TRUE,,,,,,,,,,,,,,,100,,,,,,,,
Heavy Security Trooper,Big_HighDamage,,Armored,,,,TRUE,,Labycore,1,30,,,,,Basic Minigun,,NPC_M_Antiriot_Cop,,,,Labycorp_AntiRiot_Suit,,,,,,,,,,,,500,1100,1100,4000,10000,3000,6000,1000,75,75,DeathEffect1,,ExploMan,TRUE,110,HitEffect1,,,,,,TRUE,
Warder Immigration Officer,Suicide_Mob,,Armored,,,,TRUE,,Prison Warder,1,30,,,,,NPC_Police Baton,,Tank,,,Male_Hair_8,Skin1,Male_Face6,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Rachel Coen,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,RogueFemale,,,Female_Hair_8,female_skin1,Female_Face1,,,Good Aviator Shades,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,Sentry's Scarf,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
VoBossDeathMechanical,Boss_Default,,Unarmored,,,,TRUE,,Eastern Queens,20,20,Slammer,,Plans: Suspect Strap,,,,Fatman,,,Male_Hair_3,Skin1,Male_Face3,Burt_Mustache,,NPC Aviators,NPC MALE Mad Dogs Jacket 01,NPC MALE Mad Dogs Pants 02,,NPC Male Mad Dogs Shoes 01,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,Decapitation,TRUE,Decapitation,TRUE,125,HitEffect1,VoBossDeathBigThug,,,,,,
Druglord Panzer,Elite_Big_LowDamage,,Armored,,,,TRUE,,Mad Dogs,8,8,Stun Grenade,,,,,,Tank,,,Male_Hair_8,Skin6,Male_Face4,,,,Exquisite Armored Jacket,Cool Armored Pants,,Standard Boots,,,,500,800,4000,10000,3000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,,HitEffect1,VoBossDeathBigThug,,,,,,
Larry Newandyke,Small_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Regular Knife,,Rogue,,,Male_Hair_4,Skin2,Male_Face2,Burt_Mustache,,,Acute Suit Jacket,NPC GENERIC Black Pants,NPC Normal Gloves,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Tom,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Tank,,,Male_Hair_2,Skin2,Male_Face1,Fancy_Mustache_red,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Avis Hyman,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Rogue,,,Male_Hair_8,Skin3,Male_Face5,,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Quartermaster Bruce,Big_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Tank,,,Male_Hair_1,Skin5,Male_Face2,Fancy_Mustache_red,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,Outstanding Scarf,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Kay Carmady,Big_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Boosted Battle Rifle,,RogueFemale,,,Female_Hair_7_blonde,female_skin2,Female_Face1,,,,Dawnbreak Shirt,Regular Stonewashed,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Arnie Blackfield,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Junkie,,,Male_Hair_3,Skin4,Male_Face5,Chin_Beard_red,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Hooligans Shoes 01,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Cyril Lasko,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Rogue,,,Male_Hair_4,Skin5,Male_Face2,,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Hooligans Shoes 01,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Hank,Small_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Simple Bat,,Rogue,,,Male_Hair_4,Skin6,Male_Face2,Chin_Beard_red,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
ED-187,Boss_Default,,Mechanical,,,,TRUE,,Labycore,18,18,Fire Rocket,,Plans: Pirate Vis-arrrrrrh!,,Regular Minigun,,NPC_Sentrybot,,,,Sentrybot_white,,,,,,,,,,,,,,2000,4000,6000,6000,1000,2000,70,75,ExploRobot,TRUE,ExploRobot,,100,,VoBossDeathMechanical,,,,,,
,,,,,,,,,,,,SentryBot Slammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resistance Leader Larry,Small_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Tank,,,Male_Hair_4,Skin5,Male_Face1,Fancy_Mustache_red,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,Outstanding Scarf,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Bree Furness,Big_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Boosted Battle Rifle,,RogueFemale,,,Female_Hair_3_blonde,female_skin1,Female_Face2,,,,Dawnbreak Shirt,Regular Stonewashed,,Dawnbreak Sneakers,,Outstanding Scarf,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Sarah,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,TankFemale,,,Female_Hair_7,female_skin2,Female_Face1,,,,NPC FEMALE Valkyeries Jacket 01,NPC FEMALE Valkyries Pants 01,,NPC Male Mad Dogs Shoes 01,,,,500,750,4000,10000,3000,6000,1000,2000,50,75,,,,,100,,,,,,,,
Michelle,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,TankFemale,,,Female_Hair_3,female_skin1,Female_Face3,,,,NPC FEMALE Valkyeries Jacket 01,NPC FEMALE Valkyries Pants 01,,NPC Male Mad Dogs Shoes 01,,,,500,750,4000,10000,3000,6000,1000,2000,50,75,,,,,100,,,,,,,,
Rio Rodriguez,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Rogue,,,Male_Hair_1,Skin1,Male_Face2,,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Scott Strong,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Tank,,,Male_Hair_1,Skin6,Male_Face3,Fancy_Mustache_red,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Unconscious Resistance Member,Big_LowDamage,,Unarmored,,,,,,Knocked down,,,,,,,,,TankKnockedout,,,,Skin5,Male_Face1,,,,Dawnbreak Shirt,Regular Stonewashed,,,,Outstanding Scarf,TRUE,,,,,,,,,,,,,,,100,,,,,,,,
Wilson Yarnell,Small_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Tank,,,Male_Hair_1,Skin3,Male_Face4,,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,HitEffect1,,,,,,,
Resistance Vendor,Big_LowDamage,,Unarmored,,,,,,Neutral,1,5,,,,,,,Rogue,,,Male_Hair_3,Skin6,Male_Face1,,,NPC Aviators,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,,,,,100,,,,,,,,
Dante,Big_LowDamage,,Unarmored,,,,,,Labycore,1,30,,,,,,,Tank,,,Male_Hair_2_black,Skin1,Male_Face1,,,NPC Aviators,High-Power Suit Jacket,Average Suit Trousers,,Everyday Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Officer Randall,Big_LowDamage,,Unarmored,,,,,,Labycore,1,30,,,,,,,Rogue,,,Male_Hair_5,Skin2,Male_Face6,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Chad Hagstrom,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Junkie,,,Male_Hair_5_black,Skin4,Male_Face4,,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,,,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Brian McDunnough,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,Rogue,,,Male_Hair_3,Skin1,Male_Face4,Beard_Long_Red,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,,,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Edwina Bryant,Small_LowDamage,,Unarmored,,,,,,Junkie,1,30,,,,,,,TankFemale,,,Female_Hair_2_black,female_skin1,Female_Face2,,,,Labycore Worker's Orange Coat,Labycore Worker's Trousers,,Dawnbreak Sneakers,,,TRUE,,,,,,,,,,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Hired Guns Chief,Medium_LowDamage,,Unarmored,,,,TRUE,,Hired Guns,1,30,,,,,,,Rogue,,,Male_Hair_2_black,Skin1,Male_Face3,Burt_Mustache,,,NPC MALE Hired Guns Jacket 01,NPC MALE Hired Guns Pants 02,,NPC Male Mad Dogs Shoes 01,NPC Belt,,,,,400,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Simon Hibbert,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Tank,,,Male_Hair_2,Skin3,Male_Face3,Fancy_Mustache_red,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Reggie Westwood,Medium_HighDamage_Escort,,Armored,,,,,,Resistance,1,30,,,,,Street Wise Assault Rifle,,Tank,,,Male_Hair_8,Skin6,Male_Face3,Fancy_Mustache_red,,,Dawnbreak Shirt,Regular Stonewashed,,Average Boots,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Herder Hooligan,Small_HighDamage,,Unarmored,,,,TRUE,,Hooligans,1,30,Healing Power,,,,Simple Jungle Knife,Dynamite Pig,Rogue,,,Male_Hair_3_black,Skin5,Male_Face3,,Popular Cap,,,NPC MALE Hooligans Pants 02,,NPC Male Hooligans Shoes 01,,,,750,1100,,2000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Lindsay,Big_LowDamage_Escort,,Unarmored,,,,,,Inmate,1,30,,,,,,,RogueFemale,,,Female_Hair_2_black,female_skin2,Female_Face2,,,,Labycore Worker's Orange Jacket,Labycore Worker's Pants,,Dawnbreak Sneakers,,,,500,1200,4000,10000,6000,6000,1000,2000,70,100,,,,,100,,,,,,,,
Guardian Turret,Medium_LowDamage,,Mechanical,,,,TRUE,,Labycore,1,1,,,,,Turret_Minigun,,NPC_Turret_Gun,,,,Turret,,,,,,,,,,,TRUE,,,,,,,,,,75,ExploRobotSmall,TRUE,ExploRobotSmall,TRUE,,,,,,,,,
Trooper Officer,Medium_HighDamage,,Unarmored,,,,TRUE,,Labycore,1,30,,,,,Basic .40 Pistol,,Tank,,,Male_Hair_8,Skin1,Male_Face6,,,,NPC MALE Prison Warder Jacket,NPC MALE Prison Warder Pants,,NPC MALE Prison Warder Shoes,,,,450,750,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,105,HitEffect1,,,,,,,
Brutal Trooper,Small_LowDamage,,Unarmored,,,,TRUE,,Labycore,1,30,,,,,NPC Wrench,,NPC_M_Antiriot_Cop_Agressive,,,,Labycorp_AntiRiot_Suit,,,,,,,,,,,TRUE,450,750,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Helpless Prisoner,Big_LowDamage,,Unarmored,,,,,,Inmate,,,,,,,,,Junkie_Prisoner,,,,Skin4,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,100,,,,,,,,
